tier,task,variant,seed,run_id,metric,value,unit,config,checkpoint_id,sigma_value,hutchinson_M,same_chi2_decile_id,is_chi2_opt,is_utility_opt,metric_scope
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,175.15787,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,265.58352,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,461.88091,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,485.49143,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,454.6078,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,403.62628,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_08,0.35,,D02,FALSE,TRUE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,294.9268,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_09,0.45,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS,179.78701,samples,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_10,0.6,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.076492531,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_01,0,,D10,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.11226288,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_02,0.05,,D09,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.17515787,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.26558352,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.46188091,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.48549143,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.4546078,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.40362628,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_08,0.35,,D02,FALSE,TRUE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.2949268,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_09,0.45,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,ESS_N,0.17978701,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_10,0.6,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_01,0,,D10,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.034705923,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_02,0.05,,D09,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.037746083,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.060570463,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.098581725,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.11441601,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.087043525,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.069991763,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_08,0.35,,D02,FALSE,TRUE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.14294884,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_09,0.45,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,R_high_E,0.31985509,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_10,0.6,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.12720174,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_01,0,,D10,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.19730297,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_02,0.05,,D09,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.37045369,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.50117439,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.60563211,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.70275964,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.84367628,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.86366987,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_08,0.35,,D02,FALSE,TRUE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.68692966,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_09,0.45,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,U_normalized,0.46760752,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_10,0.6,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,1,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_01,0,,D10,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,2,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_02,0.05,,D09,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,3,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,4,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,5,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,6,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,7,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,8,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_08,0.35,,D02,FALSE,TRUE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,9,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_09,0.45,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_id,10,index,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_10,0.6,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.027156375,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_01,0,,D10,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.025049089,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_02,0.05,,D09,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.025408975,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.016673585,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.022900229,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.024693968,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.027958848,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.025921724,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_08,0.35,,D02,FALSE,TRUE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.022142433,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_09,0.45,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,checkpoint_se_U,0.031477907,normalized_unit,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_10,0.6,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,11.760356,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_01,0,,D10,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,7.993246,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_02,0.05,,D09,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,4.7050409,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,2.7502941,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,1.1467312,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,1.0592441,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,1.2130109,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,1.4731081,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_08,0.35,,D02,FALSE,TRUE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,2.3889294,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_09,0.45,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,chi2,4.6372644,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_10,0.6,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,is_chi2_opt,0,indicator,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_01,0,,D10,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,is_chi2_opt,0,indicator,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_02,0.05,,D09,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,is_chi2_opt,0,indicator,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_03,0.1,,D03,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,is_chi2_opt,0,indicator,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_04,0.15,,D06,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,is_chi2_opt,0,indicator,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_05,0.2,,D02,FALSE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,is_chi2_opt,1,indicator,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_06,0.25,,D02,TRUE,FALSE,chi2_demarcation_sweep
chi2_demarcation,T2_four_well,sigma_sweep,R001,chi2_demarcation__T2_four_well__sigma_sweep__R001,is_chi2_opt,0,indicator,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,ckpt_07,0.3,,D02,FALSE,FALSE,chi2_demarcation_sweep
